9.473684210526315042e+00,0.000000000000000000e+00,-1.215112162753939629e-03,7.275957614183425903e-12
9.473684210526315042e+00,1.052631578947368363e+00,-1.175189856439828873e-03,-2.304009394720196724e-04
9.473684210526315042e+00,2.105263157894736725e+00,-1.061461982317268848e-03,-4.381240869406610727e-04
9.473684210526315042e+00,3.157894736842105310e+00,-8.877141517587006092e-04,-6.059598526917397976e-04
9.473684210526315042e+00,4.210526315789473450e+00,-6.730139721184968948e-04,-7.221944979391992092e-04
9.473684210526315042e+00,5.263157894736841591e+00,-4.382708575576543808e-04,-7.820963510312139988e-04
9.473684210526315042e+00,6.315789473684210620e+00,-2.035307261394336820e-04,-7.866264204494655132e-04
9.473684210526315042e+00,7.368421052631578760e+00,1.326210622210055590e-05,-7.411619881168007851e-04
9.473684210526315042e+00,8.421052631578946901e+00,1.971094170585274696e-04,-6.549375248141586781e-04
9.473684210526315042e+00,9.473684210526315042e+00,3.371287602931261063e-04,-5.405215197242796421e-04
9.473684210526315042e+00,1.052631578947368318e+01,4.280397552065551281e-04,-4.128574219066649675e-04
9.473684210526315042e+00,1.157894736842105132e+01,4.711869114544242620e-04,-2.865624555852264166e-04
9.473684210526315042e+00,1.263157894736842124e+01,4.745250626001507044e-04,-1.740106381475925446e-04
9.473684210526315042e+00,1.368421052631578938e+01,4.488301929086446762e-04,-8.237300789915025234e-05
9.473684210526315042e+00,1.473684210526315752e+01,4.059775965288281441e-04,-1.350597085547633469e-05
9.473684210526315042e+00,1.578947368421052566e+01,3.555362927727401257e-04,3.409959754208102822e-05
9.473684210526315042e+00,1.684210526315789380e+01,3.044058976229280233e-04,6.418819248210638762e-05
9.473684210526315042e+00,1.789473684210526372e+01,2.566979965195059776e-04,8.103983418550342321e-05
9.473684210526315042e+00,1.894736842105263008e+01,2.144343015970662236e-04,8.856513886712491512e-05
9.473684210526315042e+00,2.000000000000000000e+01,1.781714236130937934e-04,8.990110654849559069e-05
1.157894736842105132e+01,0.000000000000000000e+00,-6.858333363197743893e-04,0.000000000000000000e+00
1.157894736842105132e+01,1.052631578947368363e+00,-6.672265590168535709e-04,-1.206710367114283144e-04
1.157894736842105132e+01,2.105263157894736725e+00,-6.132913404144346714e-04,-2.318054903298616409e-04
1.157894736842105132e+01,3.157894736842105310e+00,-5.292700370773673058e-04,-3.251156012993305922e-04
1.157894736842105132e+01,4.210526315789473450e+00,-4.229947226122021675e-04,-3.944508498534560204e-04
1.157894736842105132e+01,5.263157894736841591e+00,-3.037863352801650763e-04,-4.363824555184692144e-04
1.157894736842105132e+01,6.315789473684210620e+00,-1.813514245441183448e-04,-4.502739175222814083e-04
1.157894736842105132e+01,7.368421052631578760e+00,-6.476524868048727512e-05,-4.381007165648043156e-04
1.157894736842105132e+01,8.421052631578946901e+00,3.840401041088625789e-05,-4.040529893245548010e-04
1.157894736842105132e+01,9.473684210526315042e+00,1.227560278493911028e-04,-3.538474848028272390e-04
1.157894736842105132e+01,1.052631578947368318e+01,1.854124420788139105e-04,-2.939634723588824272e-04
1.157894736842105132e+01,1.157894736842105132e+01,2.260641194880008698e-04,-2.307966933585703373e-04
1.157894736842105132e+01,1.263157894736842124e+01,2.466429723426699638e-04,-1.698745763860642910e-04
1.157894736842105132e+01,1.368421052631578938e+01,2.506792079657316208e-04,-1.152262411778792739e-04
1.157894736842105132e+01,1.473684210526315752e+01,2.424329286441206932e-04,-6.920098530827090144e-05
1.157894736842105132e+01,1.578947368421052566e+01,2.261266781715676188e-04,-3.253397517255507410e-05
1.157894736842105132e+01,1.684210526315789380e+01,2.053259522654116154e-04,-4.806772267329506576e-06
1.157894736842105132e+01,1.789473684210526372e+01,1.827995001804083586e-04,1.510864785814192146e-05
1.157894736842105132e+01,1.894736842105263008e+01,1.604196731932461262e-04,2.861975553969386965e-05
1.157894736842105132e+01,2.000000000000000000e+01,1.393705751979723573e-04,3.711616955115459859e-05
1.368421052631578760e+01,0.000000000000000000e+00,-4.116109921596944332e-04,-7.275957614183425903e-12
1.368421052631578760e+01,1.052631578947368363e+00,-4.021371714770793915e-04,-6.726048741256818175e-05
1.368421052631578760e+01,2.105263157894736725e+00,-3.745395224541425705e-04,-1.299427094636484981e-04
1.368421052631578760e+01,3.157894736842105310e+00,-3.311487380415201187e-04,-1.839648757595568895e-04
1.368421052631578760e+01,4.210526315789473450e+00,-2.755208115559071302e-04,-2.261742629343643785e-04
1.368421052631578760e+01,5.263157894736841591e+00,-2.120099379681050777e-04,-2.545914903748780489e-04
1.368421052631578760e+01,6.315789473684210620e+00,-1.452905562473461032e-04,-2.685241051949560642e-04
1.368421052631578760e+01,7.368421052631578760e+00,-7.982492388691753149e-05,-2.686025400180369616e-04
1.368421052631578760e+01,8.421052631578946901e+00,-1.951719605131074786e-05,-2.564834721852093935e-04
1.368421052631578760e+01,9.473684210526315042e+00,3.266762359999120235e-05,-2.346619439776986837e-04
1.368421052631578760e+01,1.052631578947368318e+01,7.484332309104502201e-05,-2.060684928437694907e-04
1.368421052631578760e+01,1.157894736842105132e+01,1.062857845681719482e-04,-1.737420971039682627e-04
1.368421052631578760e+01,1.263157894736842124e+01,1.272802910534664989e-04,-1.404396898578852415e-04
1.368421052631578760e+01,1.368421052631578938e+01,1.389181124977767467e-04,-1.084378309315070510e-04
1.368421052631578760e+01,1.473684210526315752e+01,1.427891402272507548e-04,-7.933884626254439354e-05
1.368421052631578760e+01,1.578947368421052566e+01,1.406705850968137383e-04,-5.410076119005680084e-05
1.368421052631578760e+01,1.684210526315789380e+01,1.343301555607467890e-04,-3.308683153591118753e-05
1.368421052631578760e+01,1.789473684210526372e+01,1.252971414942294359e-04,-1.624461583560332656e-05
1.368421052631578760e+01,1.894736842105263008e+01,1.147777875303290784e-04,-3.200757419108413160e-06
1.368421052631578760e+01,2.000000000000000000e+01,1.037370529957115650e-04,6.543685231008566916e-06
1.578947368421052744e+01,0.000000000000000000e+00,-2.594928955659270287e-04,0.000000000000000000e+00
1.578947368421052744e+01,1.052631578947368363e+00,-2.543979207985103130e-04,-3.933885818696580827e-05
1.578947368421052744e+01,2.105263157894736725e+00,-2.395072951912879944e-04,-7.635542715433984995e-05
1.578947368421052744e+01,3.157894736842105310e+00,-2.159238501917570829e-04,-1.089412398869171739e-04
1.578947368421052744e+01,4.210526315789473450e+00,-1.853553549153730273e-04,-1.354466076008975506e-04
1.578947368421052744e+01,5.263157894736841591e+00,-1.499291101936250925e-04,-1.546960993437096477e-04
1.578947368421052744e+01,6.315789473684210620e+00,-1.119692460633814335e-04,-1.661957503529265523e-04
1.578947368421052744e+01,7.368421052631578760e+00,-7.376429857686161995e-05,-1.700534194242209196e-04
1.578947368421052744e+01,8.421052631578946901e+00,-3.738732630154117942e-05,-1.669093471718952060e-04
1.578947368421052744e+01,9.473684210526315042e+00,-4.516034096013754606e-06,-1.578669616719707847e-04
1.578947368421052744e+01,1.052631578947368318e+01,2.364352621953003109e-05,-1.442786888219416142e-04
1.578947368421052744e+01,1.157894736842105132e+01,4.644209911930374801e-05,-1.276278198929503560e-04
1.578947368421052744e+01,1.263157894736842124e+01,6.370648043230175972e-05,-1.093596656573936343e-04
1.578947368421052744e+01,1.368421052631578938e+01,7.567186548840254545e-05,-9.072088869288563728e-05
1.578947368421052744e+01,1.473684210526315752e+01,8.289769903058186173e-05,-7.274733798112720251e-05
1.578947368421052744e+01,1.578947368421052566e+01,8.613533282186836004e-05,-5.615476402454078197e-05
1.578947368421052744e+01,1.684210526315789380e+01,8.618516585556790233e-05,-4.141044701100327075e-05
1.578947368421052744e+01,1.789473684210526372e+01,8.384916145587339997e-05,-2.872007098631002009e-05
1.578947368421052744e+01,1.894736842105263008e+01,7.985552656464278698e-05,-1.811789115890860558e-05
1.578947368421052744e+01,2.000000000000000000e+01,7.478525367332622409e-05,-9.482853783993050456e-06
1.789473684210526017e+01,0.000000000000000000e+00,-1.704861060716211796e-04,3.637978807091712952e-12
1.789473684210526017e+01,1.052631578947368363e+00,-1.676218525972217321e-04,-2.399297954980283976e-05
1.789473684210526017e+01,2.105263157894736725e+00,-1.592120243003591895e-04,-4.675590753322467208e-05
1.789473684210526017e+01,3.157894736842105310e+00,-1.458108599763363600e-04,-6.716145435348153114e-05
1.789473684210526017e+01,4.210526315789473450e+00,-1.282822922803461552e-04,-8.427022112300619483e-05
1.789473684210526017e+01,5.263157894736841591e+00,-1.076967964763753116e-04,-9.743933333083987236e-05
1.789473684210526017e+01,6.315789473684210620e+00,-8.526454621460288763e-05,-1.062945666490122676e-04
1.789473684210526017e+01,7.368421052631578760e+00,-6.219859642442315817e-05,-1.107942007365636528e-04
1.789473684210526017e+01,8.421052631578946901e+00,-3.964074130635708570e-05,-1.111729434342123568e-04
1.789473684210526017e+01,9.473684210526315042e+00,-1.855047776189167053e-05,-1.079131325241178274e-04
1.789473684210526017e+01,1.052631578947368318e+01,3.138702595606446266e-07,-1.016435053315944970e-04
1.789473684210526017e+01,1.157894736842105132e+01,1.644901203690096736e-05,-9.313366172136738896e-05
1.789473684210526017e+01,1.263157894736842124e+01,2.961897916975431144e-05,-8.310428529512137175e-05
1.789473684210526017e+01,1.368421052631578938e+01,3.978418681072071195e-05,-7.229014590848237276e-05
1.789473684210526017e+01,1.473684210526315752e+01,4.710307985078543425e-05,-6.130611291155219078e-05
1.789473684210526017e+01,1.578947368421052566e+01,5.185572808841243386e-05,-5.063981006969697773e-05
1.789473684210526017e+01,1.684210526315789380e+01,5.440392851596698165e-05,-4.067034387844614685e-05
1.789473684210526017e+01,1.789473684210526372e+01,5.514270014828070998e-05,-3.161879430990666151e-05
1.789473684210526017e+01,1.894736842105263008e+01,5.447167495731264353e-05,-2.363362000323832035e-05
1.789473684210526017e+01,2.000000000000000000e+01,5.273490387480705976e-05,-1.674480154179036617e-05
2.000000000000000000e+01,0.000000000000000000e+00,-1.159968669526278973e-04,3.637978807091712952e-12
2.000000000000000000e+01,1.052631578947368363e+00,-1.143304252764210105e-04,-1.518053431937005371e-05
2.000000000000000000e+01,2.105263157894736725e+00,-1.093919272534549236e-04,-2.968373337353114039e-05
2.000000000000000000e+01,3.157894736842105310e+00,-1.014745575957931578e-04,-4.288004856789484620e-05
2.000000000000000000e+01,4.210526315789473450e+00,-9.103277989197522402e-05,-5.424012488219887018e-05
2.000000000000000000e+01,5.263157894736841591e+00,-7.863205246394500136e-05,-6.335632497211918235e-05
2.000000000000000000e+01,6.315789473684210620e+00,-6.492308602901175618e-05,-6.999600736889988184e-05
2.000000000000000000e+01,7.368421052631578760e+00,-5.057027738075703382e-05,-7.408321107504889369e-05
2.000000000000000000e+01,8.421052631578946901e+00,-3.621600626502186060e-05,-7.568329601781442761e-05
2.000000000000000000e+01,9.473684210526315042e+00,-2.243140988866798580e-05,-7.499695493606850505e-05
2.000000000000000000e+01,1.052631578947368318e+01,-9.700108421384356916e-06,-7.233893848024308681e-05
2.000000000000000000e+01,1.157894736842105132e+01,1.653263097978197038e-06,-6.808306352468207479e-05
2.000000000000000000e+01,1.263157894736842124e+01,1.140551830758340657e-05,-6.263702380238100886e-05
2.000000000000000000e+01,1.368421052631578938e+01,1.944099858519621193e-05,-5.638746006297878921e-05
2.000000000000000000e+01,1.473684210526315752e+01,2.576667793618980795e-05,-4.971023372490890324e-05
2.000000000000000000e+01,1.578947368421052566e+01,3.048437974939588457e-05,-4.293744132155552506e-05
2.000000000000000000e+01,1.684210526315789380e+01,3.372620267327874899e-05,-3.631830259109847248e-05
2.000000000000000000e+01,1.789473684210526372e+01,3.568928514141589403e-05,-3.005169128300622106e-05
2.000000000000000000e+01,1.894736842105263008e+01,3.657426714198663831e-05,-2.427826984785497189e-05
2.000000000000000000e+01,2.000000000000000000e+01,3.657885099528357387e-05,-1.907260957523249090e-05
